,isFraudUser
company_5298_window_0,True
company_1629_window_8,False
company_1629_window_6,False
company_1629_window_7,False
company_1629_window_5,False
company_1629_window_4,False
company_1629_window_3,False
company_1629_window_2,False
company_1629_window_1,False
company_1629_window_0,False
company_7313_window_9,False
company_7313_window_8,False
company_7313_window_6,False
company_7313_window_5,False
company_7313_window_7,False
company_7313_window_4,False
company_7313_window_3,False
company_7313_window_2,False
company_7313_window_1,False
company_7313_window_0,False
company_6717_window_9,False
company_6717_window_8,False
company_6717_window_7,False
company_6717_window_6,False
company_6717_window_3,False
company_6717_window_4,False
company_6717_window_2,False
company_6717_window_1,False
company_6717_window_0,False
company_7501_window_1,True
company_7501_window_0,True
company_5774_window_9,False
company_5774_window_8,False
company_5774_window_7,False
company_5774_window_6,False
company_5774_window_5,False
company_5774_window_4,False
company_5774_window_3,False
company_5774_window_2,False
company_5774_window_1,False
company_5774_window_0,False
company_7425_window_0,False
company_1201_window_9,True
company_1201_window_8,True
company_1201_window_7,True
company_1201_window_6,True
company_1201_window_5,True
company_1201_window_4,True
company_1201_window_3,True
company_1201_window_2,True
company_1201_window_1,True
company_1201_window_0,True
company_461_window_9,False
company_461_window_5,False
company_461_window_4,False
company_461_window_6,False
company_461_window_3,False
company_461_window_2,False
company_461_window_1,False
company_461_window_0,False
company_1602_window_9,True
company_1602_window_8,True
company_1602_window_7,True
company_1602_window_6,True
company_1602_window_5,True
company_1602_window_4,True
company_1602_window_3,True
company_1602_window_2,True
company_1602_window_1,True
company_1602_window_0,True
company_3395_window_9,False
company_3395_window_8,False
company_3395_window_7,False
company_3395_window_6,False
company_3395_window_5,False
company_3395_window_4,False
company_3395_window_3,False
company_3395_window_2,False
company_3395_window_1,False
company_3395_window_0,False
company_4023_window_9,False
company_4023_window_8,False
company_4023_window_7,False
company_4023_window_6,False
company_4023_window_5,False
company_4023_window_4,False
company_4023_window_3,False
company_4023_window_2,False
company_4023_window_1,False
company_4023_window_0,False
company_859_window_2,False
company_859_window_0,False
company_859_window_1,False
company_819_window_5,True
company_819_window_6,True
company_819_window_7,True
company_819_window_3,True
company_819_window_4,True
company_819_window_2,True
company_819_window_1,True
company_819_window_0,True
company_4340_window_0,True
company_5201_window_3,False
company_5201_window_1,False
company_5201_window_2,False
company_5201_window_0,False
company_6891_window_9,False
company_6891_window_8,False
company_6891_window_7,False
company_6891_window_6,False
company_6891_window_5,False
company_6891_window_4,False
company_6891_window_3,False
company_6891_window_2,False
company_6891_window_1,False
company_6891_window_0,False
company_1576_window_9,False
company_1576_window_8,False
company_1576_window_7,False
company_1576_window_6,False
company_1576_window_5,False
company_1576_window_4,False
company_1576_window_3,False
company_1576_window_2,False
company_1576_window_1,False
company_1576_window_0,False
company_2411_window_9,False
company_2411_window_8,False
company_2411_window_7,False
company_2411_window_6,False
company_2411_window_5,False
company_2411_window_4,False
company_2411_window_3,False
company_2411_window_2,False
company_2411_window_1,False
company_2411_window_0,False
company_5664_window_9,True
company_5664_window_8,True
company_5664_window_7,True
company_5664_window_6,True
company_5664_window_5,True
company_5664_window_4,True
company_5664_window_3,True
company_5664_window_0,True
company_6895_window_1,True
company_6895_window_0,True
company_7014_window_7,False
company_7014_window_9,False
company_7014_window_8,False
company_7014_window_6,False
company_7014_window_5,False
company_7014_window_4,False
company_7014_window_3,False
company_7014_window_2,False
company_7014_window_1,False
company_7014_window_0,False
company_6073_window_9,False
company_6073_window_8,False
company_6073_window_7,False
company_6073_window_6,False
company_6073_window_5,False
company_6073_window_4,False
company_6073_window_3,False
company_6073_window_2,False
company_6073_window_1,False
company_6073_window_0,False
company_4065_window_9,False
company_4065_window_8,False
company_4065_window_7,False
company_4065_window_6,False
company_4065_window_5,False
company_4065_window_4,False
company_4065_window_3,False
company_4065_window_2,False
company_4065_window_1,False
company_4065_window_0,False
company_708_window_9,True
company_708_window_8,True
company_708_window_3,True
company_708_window_4,True
company_708_window_2,True
company_708_window_1,True
company_708_window_0,True
company_5456_window_9,False
company_5456_window_8,False
company_5456_window_7,False
company_5456_window_6,False
company_5456_window_5,False
company_5456_window_4,False
company_5456_window_3,False
company_5456_window_2,False
company_5456_window_1,False
company_5456_window_0,False
company_5902_window_5,True
company_5902_window_6,True
company_5902_window_4,True
company_5902_window_2,True
company_5902_window_3,True
company_5902_window_1,True
company_5902_window_0,True
company_1707_window_9,False
company_1707_window_8,False
company_1707_window_7,False
company_1707_window_6,False
company_1707_window_0,False
company_1646_window_9,False
company_1646_window_8,False
company_1646_window_7,False
company_1646_window_6,False
company_1646_window_5,False
company_1646_window_4,False
company_1646_window_3,False
company_1646_window_2,False
company_1646_window_1,False
company_1646_window_0,False
company_2697_window_0,False
company_2697_window_1,False
company_6858_window_1,False
company_6858_window_0,False
company_3726_window_0,True
company_2011_window_9,False
company_2011_window_8,False
company_2011_window_7,False
company_2011_window_6,False
company_2011_window_5,False
company_2011_window_4,False
company_2011_window_3,False
company_2011_window_2,False
company_2011_window_1,False
company_2011_window_0,False
company_6571_window_7,True
company_6571_window_6,True
company_6571_window_8,True
company_6571_window_5,True
company_6571_window_4,True
company_6571_window_3,True
company_6571_window_2,True
company_6571_window_1,True
company_6571_window_0,True
company_1167_window_4,False
company_1167_window_3,False
company_1167_window_2,False
company_1167_window_1,False
company_1167_window_0,False
company_457_window_9,False
company_457_window_8,False
company_457_window_7,False
company_457_window_6,False
company_457_window_5,False
company_457_window_4,False
company_457_window_3,False
company_457_window_2,False
company_457_window_1,False
company_457_window_0,False
company_330_window_9,True
company_330_window_8,True
company_330_window_7,True
company_330_window_6,True
company_330_window_5,True
company_330_window_4,True
company_330_window_3,True
company_330_window_2,True
company_330_window_1,True
company_330_window_0,True
company_2574_window_9,False
company_2574_window_8,False
company_2574_window_7,False
company_2574_window_6,False
company_2574_window_5,False
company_2574_window_4,False
company_2574_window_3,False
company_2574_window_2,False
company_2574_window_1,False
company_2574_window_0,False
company_4471_window_0,True
company_5758_window_0,False
company_2292_window_9,True
company_2292_window_8,True
company_2292_window_7,True
company_2292_window_6,True
company_2292_window_5,True
company_2292_window_4,True
company_2292_window_3,True
company_2292_window_2,True
company_2292_window_1,True
company_2292_window_0,True
company_3522_window_1,True
company_3522_window_0,True
company_3073_window_9,False
company_3073_window_8,False
company_3073_window_7,False
company_3073_window_6,False
company_3073_window_5,False
company_3073_window_4,False
company_3073_window_3,False
company_3073_window_2,False
company_3073_window_1,False
company_3073_window_0,False
company_899_window_0,True
company_6558_window_0,True
company_4282_window_9,True
company_4282_window_8,True
company_4282_window_7,True
company_4282_window_6,True
company_4282_window_5,True
company_4282_window_4,True
company_4282_window_3,True
company_4282_window_2,True
company_4282_window_1,True
company_4282_window_0,True
company_114_window_5,False
company_114_window_6,False
company_114_window_4,False
company_114_window_3,False
company_114_window_2,False
company_114_window_1,False
company_114_window_0,False
company_6237_window_8,False
company_6237_window_9,False
company_6237_window_7,False
company_6237_window_6,False
company_6237_window_5,False
company_6237_window_4,False
company_6237_window_3,False
company_6237_window_2,False
company_6237_window_1,False
company_6237_window_0,False
company_6235_window_9,True
company_6235_window_8,True
company_6235_window_7,True
company_6235_window_6,True
company_6235_window_5,True
company_6235_window_4,True
company_6235_window_3,True
company_6235_window_2,True
company_6235_window_1,True
company_6235_window_0,True
company_1732_window_9,False
company_1732_window_8,False
company_1732_window_7,False
company_1732_window_6,False
company_1732_window_5,False
company_1732_window_4,False
company_1732_window_3,False
company_1732_window_2,False
company_1732_window_1,False
company_1732_window_0,False
company_1669_window_8,False
company_1669_window_9,False
company_1669_window_7,False
company_1669_window_6,False
company_1669_window_5,False
company_1669_window_4,False
company_1669_window_3,False
company_1669_window_2,False
company_1669_window_1,False
company_1669_window_0,False
company_6304_window_0,False
company_4363_window_9,True
company_4363_window_8,True
company_4363_window_7,True
company_4363_window_6,True
company_4363_window_5,True
company_4363_window_4,True
company_4363_window_3,True
company_4363_window_2,True
company_4363_window_1,True
company_4363_window_0,True
company_3396_window_0,False
company_71_window_9,False
company_71_window_8,False
company_71_window_7,False
company_71_window_6,False
company_71_window_5,False
company_71_window_4,False
company_71_window_3,False
company_71_window_2,False
company_71_window_1,False
company_71_window_0,False
company_3825_window_0,True
company_3825_window_2,True
company_3825_window_1,True
company_5730_window_9,True
company_5730_window_8,True
company_5730_window_7,True
company_5730_window_6,True
company_5730_window_5,True
company_5730_window_4,True
company_5730_window_3,True
company_5730_window_2,True
company_5730_window_1,True
company_5730_window_0,True
company_1566_window_9,True
company_1566_window_8,True
company_1566_window_7,True
company_1566_window_6,True
company_1566_window_5,True
company_1566_window_4,True
company_1566_window_3,True
company_1566_window_2,True
company_1566_window_1,True
company_1566_window_0,True
company_7301_window_0,True
company_3313_window_1,True
company_3313_window_0,True
company_2419_window_0,True
company_994_window_9,True
company_994_window_8,True
company_994_window_7,True
company_994_window_6,True
company_994_window_5,True
company_994_window_4,True
company_994_window_3,True
company_994_window_2,True
company_994_window_1,True
company_994_window_0,True
company_4413_window_8,False
company_4413_window_9,False
company_4413_window_7,False
company_4413_window_6,False
company_4413_window_5,False
company_4413_window_4,False
company_4413_window_3,False
company_4413_window_2,False
company_4413_window_1,False
company_4413_window_0,False
company_5592_window_9,True
company_5592_window_8,True
company_5592_window_7,True
company_5592_window_6,True
company_5592_window_5,True
company_5592_window_4,True
company_5592_window_3,True
company_5592_window_2,True
company_5592_window_1,True
company_5592_window_0,True
company_5591_window_1,False
company_5591_window_2,False
company_5591_window_3,False
company_5591_window_0,False
company_455_window_9,False
company_455_window_8,False
company_455_window_7,False
company_455_window_6,False
company_455_window_5,False
company_455_window_4,False
company_455_window_3,False
company_455_window_1,False
company_455_window_2,False
company_455_window_0,False
company_4923_window_3,False
company_4923_window_4,False
company_4923_window_5,False
company_4923_window_2,False
company_4923_window_1,False
company_4923_window_0,False
company_3_window_9,True
company_3_window_8,True
company_3_window_7,True
company_3_window_6,True
company_3_window_5,True
company_3_window_4,True
company_3_window_3,True
company_3_window_2,True
company_3_window_1,True
company_3_window_0,True
company_2367_window_9,False
company_2367_window_8,False
company_2367_window_7,False
company_2367_window_6,False
company_2367_window_5,False
company_2367_window_4,False
company_2367_window_3,False
company_2367_window_2,False
company_2367_window_1,False
company_2367_window_0,False
company_6372_window_0,True
company_4986_window_5,True
company_4986_window_6,True
company_4986_window_7,True
company_4986_window_4,True
company_4986_window_3,True
company_4986_window_2,True
company_4986_window_1,True
company_4986_window_0,True
company_5359_window_0,False
company_6436_window_4,False
company_6436_window_3,False
company_6436_window_5,False
company_6436_window_2,False
company_6436_window_0,False
company_6436_window_1,False
company_6992_window_9,False
company_6992_window_8,False
company_6992_window_7,False
company_6992_window_6,False
company_6992_window_5,False
company_6992_window_4,False
company_6992_window_3,False
company_6992_window_2,False
company_6992_window_1,False
company_6992_window_0,False
company_1074_window_9,True
company_1074_window_8,True
company_1074_window_7,True
company_1074_window_6,True
company_1074_window_5,True
company_1074_window_4,True
company_1074_window_3,True
company_1074_window_2,True
company_1074_window_1,True
company_1074_window_0,True
company_990_window_9,False
company_990_window_8,False
company_990_window_7,False
company_990_window_6,False
company_990_window_5,False
company_990_window_4,False
company_990_window_3,False
company_990_window_2,False
company_990_window_0,False
company_990_window_1,False
company_1944_window_9,False
company_1944_window_8,False
company_1944_window_7,False
company_1944_window_6,False
company_1944_window_5,False
company_1944_window_4,False
company_1944_window_3,False
company_1944_window_2,False
company_1944_window_1,False
company_1944_window_0,False
company_6993_window_3,False
company_6993_window_2,False
company_6993_window_4,False
company_6993_window_1,False
company_6993_window_0,False
company_3475_window_0,False
company_3475_window_1,False
company_5185_window_4,True
company_5185_window_3,True
company_5185_window_5,True
company_5185_window_2,True
company_5185_window_1,True
company_5185_window_0,True
company_6642_window_0,True
company_5244_window_9,True
company_5244_window_8,True
company_5244_window_7,True
company_5244_window_6,True
company_5244_window_5,True
company_5244_window_4,True
company_5244_window_3,True
company_5244_window_2,True
company_5244_window_0,True
company_5182_window_0,True
company_1558_window_0,True
company_1558_window_1,True
company_1558_window_2,True
company_7068_window_6,False
company_7068_window_5,False
company_7068_window_4,False
company_7068_window_3,False
company_7068_window_2,False
company_7068_window_1,False
company_7068_window_0,False
company_2823_window_2,True
company_2823_window_1,True
company_2823_window_0,True
company_2557_window_2,False
company_2557_window_1,False
company_2557_window_3,False
company_2557_window_0,False
company_2358_window_0,True
company_6053_window_0,True
company_1162_window_9,True
company_1162_window_8,True
company_1162_window_7,True
company_1162_window_6,True
company_1162_window_5,True
company_1162_window_4,True
company_1162_window_3,True
company_1162_window_2,True
company_1162_window_1,True
company_1162_window_0,True
company_5466_window_0,False
company_815_window_9,False
company_815_window_8,False
company_815_window_6,False
company_815_window_5,False
company_815_window_7,False
company_815_window_4,False
company_815_window_3,False
company_815_window_2,False
company_815_window_1,False
company_815_window_0,False
company_6000_window_9,False
company_6000_window_8,False
company_6000_window_7,False
company_6000_window_6,False
company_6000_window_5,False
company_6000_window_4,False
company_6000_window_3,False
company_6000_window_2,False
company_6000_window_1,False
company_6000_window_0,False
company_443_window_7,True
company_443_window_9,True
company_443_window_8,True
company_443_window_6,True
company_443_window_5,True
company_443_window_4,True
company_443_window_3,True
company_443_window_2,True
company_443_window_1,True
company_443_window_0,True
company_2070_window_9,False
company_2070_window_8,False
company_2070_window_7,False
company_2070_window_6,False
company_2070_window_5,False
company_2070_window_4,False
company_2070_window_3,False
company_2070_window_2,False
company_2070_window_1,False
company_2070_window_0,False
company_826_window_3,True
company_826_window_4,True
company_826_window_2,True
company_826_window_1,True
company_826_window_0,True
company_6820_window_9,False
company_6820_window_8,False
company_6820_window_7,False
company_6820_window_6,False
company_6820_window_5,False
company_6820_window_4,False
company_6820_window_3,False
company_6820_window_2,False
company_6820_window_1,False
company_6820_window_0,False
company_5850_window_8,True
company_5850_window_9,True
company_5850_window_7,True
company_5850_window_6,True
company_5850_window_5,True
company_5850_window_4,True
company_5850_window_3,True
company_5850_window_2,True
company_5850_window_1,True
company_5850_window_0,True
company_6457_window_5,False
company_6457_window_6,False
company_6457_window_4,False
company_6457_window_3,False
company_6457_window_0,False
company_4882_window_8,False
company_4882_window_9,False
company_4882_window_7,False
company_4882_window_6,False
company_4882_window_5,False
company_4882_window_4,False
company_4882_window_1,False
company_4882_window_0,False
company_4882_window_2,False
company_5654_window_9,True
company_5654_window_8,True
company_5654_window_7,True
company_5654_window_6,True
company_5654_window_5,True
company_5654_window_4,True
company_5654_window_3,True
company_5654_window_2,True
company_5654_window_1,True
company_5654_window_0,True
company_5691_window_9,True
company_5691_window_8,True
company_5691_window_7,True
company_5691_window_6,True
company_5691_window_5,True
company_5691_window_4,True
company_5691_window_3,True
company_5691_window_2,True
company_5691_window_1,True
company_5691_window_0,True
company_4764_window_9,False
company_4764_window_8,False
company_4764_window_7,False
company_4764_window_6,False
company_4764_window_5,False
company_4764_window_4,False
company_4764_window_3,False
company_4764_window_0,False
company_5027_window_9,False
company_5027_window_8,False
company_5027_window_7,False
company_5027_window_6,False
company_5027_window_5,False
company_5027_window_4,False
company_5027_window_3,False
company_5027_window_2,False
company_5027_window_1,False
company_5027_window_0,False
company_2885_window_9,False
company_2885_window_8,False
company_2885_window_7,False
company_2885_window_6,False
company_2885_window_5,False
company_2885_window_4,False
company_2885_window_3,False
company_2885_window_2,False
company_2885_window_1,False
company_2885_window_0,False
company_3819_window_8,True
company_3819_window_9,True
company_3819_window_7,True
company_3819_window_6,True
company_3819_window_5,True
company_3819_window_4,True
company_3819_window_3,True
company_3819_window_2,True
company_3819_window_1,True
company_3819_window_0,True
company_4710_window_9,True
company_4710_window_8,True
company_4710_window_7,True
company_4710_window_6,True
company_4710_window_5,True
company_4710_window_4,True
company_4710_window_3,True
company_4710_window_2,True
company_4710_window_1,True
company_4710_window_0,True
company_1488_window_9,False
company_1488_window_8,False
company_1488_window_7,False
company_1488_window_6,False
company_1488_window_5,False
company_1488_window_4,False
company_1488_window_3,False
company_1488_window_2,False
company_1488_window_1,False
company_1488_window_0,False
company_1131_window_1,False
company_1131_window_0,False
company_5693_window_9,False
company_5693_window_8,False
company_5693_window_7,False
company_5693_window_6,False
company_5693_window_5,False
company_5693_window_4,False
company_5693_window_3,False
company_5693_window_2,False
company_5693_window_1,False
company_5693_window_0,False
company_5537_window_9,True
company_5537_window_8,True
company_5537_window_7,True
company_5537_window_6,True
company_5537_window_5,True
company_5537_window_4,True
company_5537_window_3,True
company_5537_window_2,True
company_5537_window_1,True
company_5537_window_0,True
company_3224_window_0,True
company_7601_window_9,False
company_7601_window_8,False
company_7601_window_7,False
company_7601_window_6,False
company_7601_window_5,False
company_7601_window_4,False
company_7601_window_3,False
company_7601_window_2,False
company_7601_window_1,False
company_7601_window_0,False
company_5022_window_9,False
company_5022_window_8,False
company_5022_window_7,False
company_5022_window_6,False
company_5022_window_5,False
company_5022_window_4,False
company_5022_window_3,False
company_5022_window_2,False
company_5022_window_1,False
company_5022_window_0,False
company_4599_window_9,True
company_4599_window_8,True
company_4599_window_7,True
company_4599_window_6,True
company_4599_window_5,True
company_4599_window_4,True
company_4599_window_3,True
company_4599_window_2,True
company_4599_window_1,True
company_4599_window_0,True
company_5501_window_0,False
company_5501_window_2,False
company_5501_window_1,False
company_7208_window_2,True
company_7208_window_3,True
company_7208_window_4,True
company_7208_window_1,True
company_7208_window_0,True
company_2124_window_7,False
company_2124_window_8,False
company_2124_window_9,False
company_2124_window_5,False
company_2124_window_6,False
company_2124_window_4,False
company_2124_window_3,False
company_2124_window_2,False
company_2124_window_1,False
company_2124_window_0,False
company_847_window_8,True
company_847_window_9,True
company_847_window_7,True
company_847_window_6,True
company_847_window_5,True
company_847_window_4,True
company_847_window_3,True
company_847_window_2,True
company_847_window_1,True
company_847_window_0,True
company_1007_window_9,False
company_1007_window_8,False
company_1007_window_7,False
company_1007_window_6,False
company_1007_window_5,False
company_1007_window_4,False
company_1007_window_3,False
company_1007_window_2,False
company_1007_window_1,False
company_1007_window_0,False
company_5755_window_4,False
company_5755_window_5,False
company_5755_window_3,False
company_5755_window_2,False
company_5755_window_1,False
company_5755_window_0,False
company_198_window_9,False
company_198_window_8,False
company_198_window_7,False
company_198_window_6,False
company_198_window_5,False
company_198_window_4,False
company_198_window_3,False
company_198_window_2,False
company_198_window_1,False
company_198_window_0,False
company_1503_window_8,False
company_1503_window_9,False
company_1503_window_7,False
company_1503_window_6,False
company_1503_window_5,False
company_1503_window_3,False
company_1503_window_2,False
company_1503_window_4,False
company_1503_window_1,False
company_1503_window_0,False
company_2388_window_3,False
company_2388_window_1,False
company_2388_window_2,False
company_2388_window_0,False
company_4852_window_9,True
company_4852_window_8,True
company_4852_window_7,True
company_4852_window_6,True
company_4852_window_5,True
company_4852_window_4,True
company_4852_window_3,True
company_4852_window_2,True
company_4852_window_1,True
company_4852_window_0,True
company_7663_window_9,True
company_7663_window_8,True
company_7663_window_7,True
company_7663_window_6,True
company_7663_window_5,True
company_7663_window_4,True
company_7663_window_3,True
company_7663_window_2,True
company_7663_window_1,True
company_7663_window_0,True
company_2033_window_9,False
company_2033_window_8,False
company_2033_window_7,False
company_2033_window_6,False
company_2033_window_5,False
company_2033_window_4,False
company_2033_window_3,False
company_2033_window_2,False
company_2033_window_1,False
company_2033_window_0,False
company_3037_window_0,False
company_1977_window_9,False
company_1977_window_8,False
company_1977_window_7,False
company_1977_window_6,False
company_1977_window_5,False
company_1977_window_4,False
company_1977_window_3,False
company_1977_window_2,False
company_1977_window_1,False
company_1977_window_0,False
company_7341_window_9,True
company_7341_window_8,True
company_7341_window_7,True
company_7341_window_6,True
company_7341_window_5,True
company_7341_window_4,True
company_7341_window_3,True
company_7341_window_2,True
company_7341_window_1,True
company_7341_window_0,True
company_240_window_0,False
company_240_window_1,False
company_240_window_2,False
company_7511_window_9,False
company_7511_window_8,False
company_7511_window_7,False
company_7511_window_6,False
company_7511_window_5,False
company_7511_window_4,False
company_7511_window_3,False
company_7511_window_2,False
company_7511_window_1,False
company_7511_window_0,False
company_3543_window_9,True
company_3543_window_8,True
company_3543_window_7,True
company_3543_window_6,True
company_3543_window_5,True
company_3543_window_4,True
company_3543_window_3,True
company_3543_window_2,True
company_3543_window_1,True
company_3543_window_0,True
company_4285_window_3,True
company_4285_window_4,True
company_4285_window_2,True
company_4285_window_1,True
company_4285_window_0,True
company_149_window_9,False
company_149_window_8,False
company_149_window_7,False
company_149_window_6,False
company_149_window_5,False
company_149_window_4,False
company_149_window_3,False
company_149_window_2,False
company_149_window_1,False
company_149_window_0,False
company_3459_window_0,False
company_2168_window_8,False
company_2168_window_9,False
company_2168_window_6,False
company_2168_window_7,False
company_2168_window_5,False
company_2168_window_4,False
company_2168_window_3,False
company_2168_window_2,False
company_2168_window_1,False
company_2168_window_0,False
company_4427_window_9,False
company_4427_window_8,False
company_4427_window_7,False
company_4427_window_6,False
company_4427_window_5,False
company_4427_window_4,False
company_4427_window_3,False
company_4427_window_0,False
company_4427_window_1,False
company_4427_window_2,False
company_5453_window_9,False
company_5453_window_8,False
company_5453_window_7,False
company_5453_window_6,False
company_5453_window_5,False
company_5453_window_4,False
company_5453_window_0,False
company_5849_window_9,False
company_5849_window_8,False
company_5849_window_7,False
company_5849_window_6,False
company_5849_window_5,False
company_5849_window_4,False
company_5849_window_3,False
company_5849_window_2,False
company_5849_window_1,False
company_5849_window_0,False
company_6564_window_5,False
company_6564_window_4,False
company_6564_window_6,False
company_6564_window_3,False
company_6564_window_2,False
company_6564_window_1,False
company_6564_window_0,False
company_318_window_0,False
company_7222_window_2,True
company_7222_window_1,True
company_7222_window_0,True
company_1839_window_1,False
company_1839_window_0,False
company_6812_window_0,False
company_6812_window_1,False
company_699_window_5,True
company_699_window_7,True
company_699_window_6,True
company_699_window_4,True
company_699_window_3,True
company_699_window_2,True
company_699_window_1,True
company_699_window_0,True
company_2060_window_9,False
company_2060_window_8,False
company_2060_window_7,False
company_2060_window_6,False
company_2060_window_5,False
company_2060_window_4,False
company_2060_window_3,False
company_2060_window_2,False
company_2060_window_0,False
company_5725_window_0,False
company_5057_window_9,False
company_5057_window_5,False
company_5057_window_6,False
company_5057_window_7,False
company_5057_window_1,False
company_5057_window_0,False
company_2452_window_1,True
company_2452_window_2,True
company_2452_window_0,True
company_2566_window_9,False
company_2566_window_8,False
company_2566_window_7,False
company_2566_window_6,False
company_2566_window_5,False
company_2566_window_4,False
company_2566_window_3,False
company_2566_window_2,False
company_2566_window_1,False
company_2566_window_0,False
company_5768_window_9,False
company_5768_window_8,False
company_5768_window_7,False
company_5768_window_6,False
company_5768_window_5,False
company_5768_window_4,False
company_5768_window_3,False
company_5768_window_2,False
company_5768_window_1,False
company_5768_window_0,False
company_2480_window_5,False
company_2480_window_4,False
company_2480_window_6,False
company_2480_window_3,False
company_2480_window_2,False
company_2480_window_0,False
company_2480_window_1,False
company_2216_window_9,True
company_2216_window_8,True
company_2216_window_7,True
company_2216_window_6,True
company_2216_window_5,True
company_2216_window_4,True
company_2216_window_3,True
company_2216_window_2,True
company_2216_window_1,True
company_2216_window_0,True
company_740_window_4,False
company_740_window_5,False
company_740_window_6,False
company_740_window_3,False
company_740_window_2,False
company_740_window_1,False
company_740_window_0,False
company_404_window_0,False
company_404_window_2,False
company_404_window_1,False
company_6652_window_9,False
company_6652_window_8,False
company_6652_window_7,False
company_6652_window_6,False
company_6652_window_5,False
company_6652_window_4,False
company_6652_window_3,False
company_6652_window_2,False
company_6652_window_1,False
company_6652_window_0,False
company_1741_window_8,False
company_1741_window_9,False
company_1741_window_1,False
company_1741_window_0,False
company_4825_window_9,True
company_4825_window_8,True
company_4825_window_7,True
company_4825_window_6,True
company_4825_window_5,True
company_4825_window_4,True
company_4825_window_3,True
company_4825_window_2,True
company_4825_window_1,True
company_4825_window_0,True
company_6341_window_5,True
company_6341_window_3,True
company_6341_window_4,True
company_6341_window_2,True
company_6341_window_1,True
company_6341_window_0,True
company_2017_window_2,False
company_2017_window_0,False
company_2017_window_1,False
company_5749_window_9,True
company_5749_window_8,True
company_5749_window_7,True
company_5749_window_6,True
company_5749_window_5,True
company_5749_window_4,True
company_5749_window_3,True
company_5749_window_2,True
company_5749_window_1,True
company_5749_window_0,True
company_5321_window_9,False
company_5321_window_8,False
company_5321_window_7,False
company_5321_window_6,False
company_5321_window_5,False
company_5321_window_4,False
company_5321_window_3,False
company_5321_window_2,False
company_5321_window_1,False
company_5321_window_0,False
company_2546_window_8,False
company_2546_window_9,False
company_2546_window_7,False
company_2546_window_6,False
company_2546_window_5,False
company_2546_window_4,False
company_2546_window_3,False
company_2546_window_2,False
company_2546_window_1,False
company_2546_window_0,False
company_2133_window_9,True
company_2133_window_8,True
company_2133_window_7,True
company_2133_window_6,True
company_2133_window_5,True
company_2133_window_4,True
company_2133_window_3,True
company_2133_window_2,True
company_2133_window_1,True
company_2133_window_0,True
company_5546_window_9,False
company_5546_window_8,False
company_5546_window_7,False
company_5546_window_6,False
company_5546_window_5,False
company_5546_window_4,False
company_5546_window_3,False
company_5546_window_2,False
company_5546_window_1,False
company_5546_window_0,False
company_4687_window_9,False
company_4687_window_8,False
company_4687_window_7,False
company_4687_window_6,False
company_4687_window_5,False
company_4687_window_4,False
company_4687_window_3,False
company_4687_window_2,False
company_4687_window_1,False
company_4687_window_0,False
company_408_window_9,False
company_408_window_8,False
company_408_window_7,False
company_408_window_6,False
company_408_window_5,False
company_408_window_4,False
company_408_window_3,False
company_408_window_2,False
company_408_window_1,False
company_408_window_0,False
company_3768_window_9,False
company_3768_window_8,False
company_3768_window_7,False
company_3768_window_6,False
company_3768_window_5,False
company_3768_window_4,False
company_3768_window_3,False
company_3768_window_2,False
company_3768_window_1,False
company_3768_window_0,False
company_3585_window_9,False
company_3585_window_8,False
company_3585_window_7,False
company_3585_window_6,False
company_3585_window_5,False
company_3585_window_4,False
company_3585_window_3,False
company_3585_window_2,False
company_3585_window_1,False
company_3585_window_0,False
company_6478_window_9,False
company_6478_window_8,False
company_6478_window_7,False
company_6478_window_6,False
company_6478_window_5,False
company_6478_window_4,False
company_6478_window_3,False
company_6478_window_2,False
company_6478_window_1,False
company_6478_window_0,False
company_5627_window_9,False
company_5627_window_8,False
company_5627_window_7,False
company_5627_window_6,False
company_5627_window_5,False
company_5627_window_4,False
company_5627_window_3,False
company_5627_window_2,False
company_5627_window_1,False
company_5627_window_0,False
company_3618_window_9,True
company_3618_window_8,True
company_3618_window_7,True
company_3618_window_6,True
company_3618_window_5,True
company_3618_window_4,True
company_3618_window_3,True
company_3618_window_2,True
company_3618_window_1,True
company_3618_window_0,True
company_5_window_4,True
company_5_window_2,True
company_5_window_3,True
company_5_window_1,True
company_5_window_0,True
company_6229_window_7,True
company_6229_window_9,True
company_6229_window_8,True
company_6229_window_6,True
company_6229_window_5,True
company_6229_window_4,True
company_6229_window_3,True
company_6229_window_2,True
company_6229_window_1,True
company_6229_window_0,True
company_4187_window_4,False
company_4187_window_2,False
company_4187_window_3,False
company_4187_window_1,False
company_4187_window_0,False
company_625_window_9,True
company_625_window_8,True
company_625_window_7,True
company_625_window_6,True
company_625_window_5,True
company_625_window_4,True
company_625_window_3,True
company_625_window_2,True
company_625_window_1,True
company_625_window_0,True
company_4587_window_9,True
company_4587_window_8,True
company_4587_window_7,True
company_4587_window_6,True
company_4587_window_5,True
company_4587_window_4,True
company_4587_window_3,True
company_4587_window_2,True
company_4587_window_1,True
company_4587_window_0,True
company_6952_window_7,False
company_6952_window_6,False
company_6952_window_8,False
company_6952_window_4,False
company_6952_window_5,False
company_6952_window_3,False
company_6952_window_2,False
company_6952_window_0,False
company_6952_window_1,False
company_4388_window_9,True
company_4388_window_8,True
company_4388_window_7,True
company_4388_window_6,True
company_4388_window_5,True
company_4388_window_4,True
company_4388_window_3,True
company_4388_window_2,True
